LOCATION_GROUP,LOCATION_TYPE,LOCATION_CODE,LOCATION,LONGITUDE,LATITUDE
Mobil,Metrobus,Metrobus-M3115,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3116,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3117,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3118,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3119,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3120,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3122,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3123,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3124,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3125,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3126,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3127,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3128,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3129,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3130,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3131,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3132,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3133,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3134,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3135,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3136,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3137,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3138,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3139,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3140,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3141,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3143,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3144,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3145,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3146,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3147,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3148,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3149,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3150,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3151,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3152,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3153,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3154,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3155,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3156,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3157,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3158,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3159,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3160,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3161,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3162,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3163,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3164,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3165,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3166,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3167,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3168,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3169,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3170,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3171,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3172,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3173,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3174,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3175,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3176,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3177,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3178,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3179,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3180,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3181,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3182,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3183,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3184,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3185,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3186,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3187,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3188,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3189,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3190,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3191,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3192,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3193,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3194,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3195,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3196,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3197,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3198,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3199,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3200,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3201,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3202,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3203,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3204,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3205,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3206,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3207,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3208,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3209,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3210,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3211,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3212,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3213,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3214,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3215,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3216,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3217,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3218,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3219,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3220,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3221,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3222,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3223,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3225,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3226,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3227,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3228,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3229,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3231,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3232,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3233,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3234,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3235,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3236,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3237,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3238,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3239,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3240,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3241,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3242,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3243,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3244,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3245,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3246,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3247,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3249,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M3250,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4501,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4514,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4517,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4521,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4522,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4526,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4527,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4528,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4531,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4533,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4535,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4538,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4540,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4541,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4545,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4546,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4547,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4548,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4551,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4552,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4553,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4558,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4562,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4563,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4564,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4567,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4570,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4575,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4576,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4580,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4582,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4583,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4584,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4585,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4587,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4588,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4589,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4590,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4591,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4592,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4593,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4594,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4595,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4596,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4597,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4598,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4600,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4602,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4603,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4604,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4605,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4606,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4607,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4608,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4609,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4611,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4613,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4615,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4617,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4620,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4623,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4624,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4625,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4626,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4627,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4628,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4629,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4630,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4631,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4632,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4633,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4634,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4635,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4636,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4637,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4638,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4639,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4640,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4641,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4642,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4643,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4644,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4645,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4646,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4647,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4648,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4649,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4650,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4651,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4652,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4653,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4654,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4655,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4656,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4657,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4658,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4659,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4660,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4661,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4662,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4663,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4664,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4665,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4666,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4667,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4668,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4669,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4670,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4671,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4672,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4673,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4674,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4676,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4677,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4678,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4679,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4680,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4681,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4682,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4683,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4684,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4685,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4686,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4687,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4688,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4689,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4690,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4691,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4692,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4693,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4694,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4695,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4696,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4697,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4698,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4699,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4700,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4701,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4702,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4703,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4704,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4705,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4706,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4707,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4708,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4709,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4710,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4711,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4724,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4730,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4745,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4801,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4802,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4803,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4804,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4805,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4807,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4808,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4809,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4810,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4811,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4812,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4813,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4814,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4815,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4816,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4817,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4818,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4819,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4820,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4821,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4822,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4823,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4824,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4825,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4826,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4827,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4828,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4829,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4830,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4831,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4832,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4833,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4834,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4835,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4836,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4837,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4838,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4839,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4840,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4841,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4842,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4843,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4844,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4845,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4846,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4847,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4848,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4849,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4850,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4851,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4852,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4853,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4854,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4855,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4856,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4857,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4858,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4859,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4860,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4861,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4862,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4863,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4864,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4865,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4866,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4867,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4868,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4869,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4870,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4871,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4872,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4873,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4874,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4875,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4876,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4877,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4878,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4879,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4880,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4881,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4882,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4883,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4884,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4885,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4886,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4887,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4888,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4889,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4890,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4891,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4892,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4893,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4894,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4895,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4896,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4897,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4898,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4899,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4900,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4901,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4902,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4904,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4905,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4906,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4909,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4911,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4912,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4913,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4916,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4917,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4918,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4919,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4921,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4922,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4923,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4924,IETT Metrobus,0,0
Mobil,Metrobus,Metrobus-M4925,IETT Metrobus,0,0
Mobil,Otobus 4G,IETT-B3001,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B3002,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B3003,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B3004,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4001,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4002,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4003,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4004,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4005,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4006,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4007,IETT Otobus,0,0
